id,ordered_at,delivered_at,delivered_to,order_channel
1772,11/18/2018 13:52,11/18/2018 14:18,CX-830,delivery 
1773,12/1/2018 6:33,12/1/2018 6:43,CX-567,pick-up
1774,9/23/2018 21:35,9/23/2018 22:03,CX-702,delivery 
1775,10/4/2018 16:56,10/4/2018 17:18,CX-705,pick-up
1776,11/7/2018 1:48,11/7/2018 2:16,CX-564,delivery 
1777,11/14/2018 13:43,11/14/2018 13:59,CX-220,pick-up
1778,11/24/2018 1:03,11/24/2018 1:07,CX-524,delivery 
1779,10/2/2018 12:00,10/2/2018 12:16,CX-912,pick-up
1780,9/5/2018 12:42,9/5/2018 13:09,CX-5,delivery 
1781,10/25/2018 11:36,10/25/2018 11:52,CX-588,pick-up
1782,10/18/2018 10:37,10/18/2018 10:52,CX-7,delivery 
1783,10/2/2018 21:51,10/2/2018 21:55,CX-264,pick-up
1784,11/14/2018 23:20,11/14/2018 23:48,CX-739,delivery 
1785,10/7/2018 13:19,10/7/2018 13:42,CX-669,pick-up
1786,9/2/2018 9:38,9/2/2018 10:03,CX-414,delivery 
1787,9/4/2018 21:01,9/4/2018 21:22,CX-166,pick-up
1788,10/19/2018 0:40,10/19/2018 1:00,CX-878,delivery 
1789,10/17/2018 8:13,10/17/2018 8:28,CX-828,pick-up
1790,11/6/2018 21:36,11/6/2018 21:48,CX-643,delivery 
1791,10/9/2018 15:52,10/9/2018 16:15,CX-996,pick-up
1792,9/10/2018 0:07,9/10/2018 0:28,CX-118,delivery 
1793,11/17/2018 16:49,11/17/2018 16:54,CX-509,pick-up
1794,10/18/2018 13:30,10/18/2018 13:51,CX-467,delivery 
1795,10/17/2018 19:26,10/17/2018 19:40,CX-137,pick-up
1796,11/1/2018 22:19,11/1/2018 22:19,CX-686,delivery 
1797,10/3/2018 9:05,10/3/2018 9:06,CX-690,pick-up
1798,10/11/2018 4:55,10/11/2018 5:22,CX-416,delivery 
1799,10/24/2018 10:21,10/24/2018 10:49,CX-940,pick-up
1800,10/28/2018 4:38,10/28/2018 4:41,CX-280,delivery 
1801,9/14/2018 12:50,9/14/2018 13:18,CX-950,pick-up
1802,8/23/2018 0:44,8/23/2018 0:59,CX-531,delivery 
1803,11/18/2018 11:06,11/18/2018 11:15,CX-62,pick-up
1804,10/28/2018 6:21,10/28/2018 6:30,CX-560,delivery 
1805,8/26/2018 5:22,8/26/2018 5:27,CX-10,pick-up
1806,10/27/2018 2:36,10/27/2018 2:40,CX-403,delivery 
1807,11/29/2018 11:51,11/29/2018 12:18,CX-584,pick-up
1808,11/12/2018 9:53,11/12/2018 10:16,CX-585,delivery 
1809,9/20/2018 15:00,9/20/2018 15:29,CX-235,pick-up
1810,11/3/2018 23:59,11/4/2018 0:11,CX-113,delivery 
1811,11/23/2018 22:07,11/23/2018 22:28,CX-534,pick-up
1812,9/1/2018 12:23,9/1/2018 12:45,CX-566,delivery 
1813,10/16/2018 21:32,10/16/2018 21:39,CX-280,pick-up
1814,11/24/2018 18:54,11/24/2018 19:13,CX-666,delivery 
1815,11/11/2018 22:24,11/11/2018 22:45,CX-424,pick-up
1816,9/30/2018 23:08,9/30/2018 23:25,CX-703,delivery 
1817,10/25/2018 22:45,10/25/2018 22:59,CX-654,pick-up
1818,10/27/2018 0:19,10/27/2018 0:42,CX-808,delivery 
1819,10/29/2018 2:26,10/29/2018 2:39,CX-278,pick-up
1820,10/26/2018 13:34,10/26/2018 13:56,CX-891,delivery 
1821,11/10/2018 4:18,11/10/2018 4:47,CX-706,pick-up
1822,11/23/2018 14:34,11/23/2018 14:40,CX-728,delivery 
1823,11/18/2018 2:18,11/18/2018 2:27,CX-890,pick-up
1824,10/27/2018 7:40,10/27/2018 8:04,CX-876,delivery 
1825,12/1/2018 7:43,12/1/2018 7:55,CX-231,pick-up
1826,10/31/2018 7:30,10/31/2018 7:59,CX-622,delivery 
1827,10/19/2018 4:17,10/19/2018 4:44,CX-707,pick-up
1828,11/10/2018 7:52,11/10/2018 8:00,CX-280,delivery 
1829,9/17/2018 17:08,9/17/2018 17:35,CX-486,pick-up
1830,9/15/2018 11:05,9/15/2018 11:27,CX-769,delivery 
1831,10/20/2018 12:02,10/20/2018 12:12,CX-384,pick-up
1832,11/29/2018 9:03,11/29/2018 9:22,CX-820,delivery 
1833,11/29/2018 1:01,11/29/2018 1:26,CX-63,pick-up
1834,10/31/2018 18:52,10/31/2018 19:10,CX-603,delivery 
1835,10/17/2018 0:59,10/17/2018 1:08,CX-909,pick-up
1836,11/22/2018 2:17,11/22/2018 2:26,CX-26,delivery 
1837,11/18/2018 4:22,11/18/2018 4:22,CX-802,pick-up
1838,11/22/2018 6:42,11/22/2018 7:08,CX-580,delivery 
1839,9/15/2018 20:35,9/15/2018 20:37,CX-107,pick-up
1840,10/15/2018 22:44,10/15/2018 22:48,CX-556,delivery 
1841,9/9/2018 20:33,9/9/2018 20:43,CX-631,pick-up
1842,10/7/2018 15:57,10/7/2018 16:16,CX-405,delivery 
1843,8/28/2018 1:07,8/28/2018 1:10,CX-629,pick-up
1844,10/26/2018 17:43,10/26/2018 17:44,CX-972,delivery 
1845,11/14/2018 7:15,11/14/2018 7:41,CX-457,pick-up
1846,11/21/2018 8:37,11/21/2018 8:52,CX-402,delivery 
1847,11/3/2018 23:10,11/3/2018 23:14,CX-872,pick-up
1848,11/11/2018 3:38,11/11/2018 3:39,CX-581,delivery 
1849,10/14/2018 17:17,10/14/2018 17:21,CX-629,pick-up
1850,9/1/2018 22:20,9/1/2018 22:44,CX-663,delivery 
1851,9/13/2018 9:45,9/13/2018 9:59,CX-731,pick-up
1852,11/12/2018 11:34,11/12/2018 11:59,CX-63,delivery 
1853,10/26/2018 4:23,10/26/2018 4:49,CX-667,pick-up
1854,11/14/2018 23:16,11/14/2018 23:30,CX-544,delivery 
1855,12/1/2018 0:14,12/1/2018 0:41,CX-76,pick-up
1856,11/11/2018 20:16,11/11/2018 20:16,CX-728,delivery 
1857,9/18/2018 23:43,9/19/2018 0:03,CX-6,pick-up
1858,11/3/2018 21:37,11/3/2018 21:58,CX-852,delivery 
1859,9/30/2018 8:19,9/30/2018 8:38,CX-484,pick-up
1860,11/11/2018 6:50,11/11/2018 7:08,CX-284,delivery 
1861,10/22/2018 1:19,10/22/2018 1:37,CX-883,pick-up
1862,11/16/2018 23:33,11/16/2018 23:46,CX-136,delivery 
1863,11/30/2018 6:36,11/30/2018 6:54,CX-539,pick-up
1864,11/15/2018 6:13,11/15/2018 6:20,CX-309,delivery 
1865,9/28/2018 19:24,9/28/2018 19:39,CX-598,pick-up
1866,10/7/2018 19:11,10/7/2018 19:18,CX-396,delivery 
1867,9/22/2018 4:41,9/22/2018 4:56,CX-404,pick-up
1868,11/22/2018 0:15,11/22/2018 0:26,CX-636,delivery 
1869,9/11/2018 11:33,9/11/2018 11:40,CX-805,pick-up
1870,10/7/2018 11:06,10/7/2018 11:21,CX-6,delivery 
1871,11/18/2018 0:04,11/18/2018 0:08,CX-396,pick-up
1872,10/31/2018 9:42,10/31/2018 9:42,CX-980,delivery 
1873,11/16/2018 6:02,11/16/2018 6:04,CX-808,pick-up
1874,11/14/2018 22:02,11/14/2018 22:05,CX-4,delivery 
1875,11/12/2018 14:09,11/12/2018 14:13,CX-800,pick-up
1876,11/28/2018 18:03,11/28/2018 18:22,CX-699,delivery 
1877,11/8/2018 6:40,11/8/2018 7:00,CX-907,pick-up
1878,12/1/2018 9:20,12/1/2018 9:22,CX-649,delivery 
1879,11/23/2018 15:39,11/23/2018 15:55,CX-735,pick-up
1880,11/7/2018 5:48,11/7/2018 5:52,CX-492,delivery 
1881,11/22/2018 15:04,11/22/2018 15:20,CX-441,pick-up
1882,9/1/2018 10:24,9/1/2018 10:39,CX-428,delivery 
1883,10/22/2018 14:07,10/22/2018 14:11,CX-3,pick-up
1884,10/26/2018 13:10,10/26/2018 13:13,CX-854,delivery 
1885,11/4/2018 4:41,11/4/2018 5:07,CX-551,pick-up
1886,8/14/2018 12:43,8/14/2018 12:56,CX-754,delivery 
1887,8/31/2018 3:46,8/31/2018 4:15,CX-452,pick-up
1888,10/19/2018 7:09,10/19/2018 7:12,CX-5,delivery 
1889,11/23/2018 21:22,11/23/2018 21:42,CX-63,pick-up
1890,9/22/2018 5:40,9/22/2018 6:08,CX-821,delivery 
1891,9/13/2018 23:16,9/13/2018 23:38,CX-538,pick-up
1892,11/30/2018 7:31,11/30/2018 7:36,CX-966,delivery 
1893,11/30/2018 11:54,11/30/2018 12:16,CX-302,pick-up
1894,11/9/2018 2:22,11/9/2018 2:36,CX-645,delivery 
1895,10/19/2018 15:33,10/19/2018 15:53,CX-432,pick-up
1896,11/21/2018 3:54,11/21/2018 4:23,CX-913,delivery 
1897,10/24/2018 20:45,10/24/2018 21:01,CX-206,pick-up
1898,11/9/2018 2:27,11/9/2018 2:48,CX-256,delivery 
1899,10/13/2018 4:07,10/13/2018 4:07,CX-852,pick-up
1900,11/11/2018 17:19,11/11/2018 17:39,CX-5,delivery 
1901,11/23/2018 6:58,11/23/2018 7:16,CX-974,pick-up
1902,11/4/2018 12:26,11/4/2018 12:28,CX-637,delivery 
1903,11/29/2018 7:08,11/29/2018 7:28,CX-763,pick-up
1904,11/5/2018 3:30,11/5/2018 3:42,CX-915,delivery 
1905,9/30/2018 15:02,9/30/2018 15:08,CX-377,pick-up
1906,11/19/2018 21:39,11/19/2018 21:45,CX-686,delivery 
1907,9/16/2018 1:24,9/16/2018 1:32,CX-583,pick-up
1908,10/15/2018 1:58,10/15/2018 2:20,CX-443,delivery 
1909,11/19/2018 22:10,11/19/2018 22:19,CX-580,pick-up
1910,10/25/2018 19:42,10/25/2018 19:45,CX-352,delivery 
1911,11/29/2018 19:31,11/29/2018 19:31,CX-535,pick-up
1912,9/17/2018 16:13,9/17/2018 16:29,CX-706,delivery 
1913,11/10/2018 1:45,11/10/2018 1:45,CX-836,pick-up
1914,10/29/2018 3:48,10/29/2018 4:00,CX-67,delivery 
1915,11/7/2018 19:02,11/7/2018 19:19,CX-9,pick-up
1916,11/22/2018 20:45,11/22/2018 20:59,CX-730,delivery 
1917,10/1/2018 9:34,10/1/2018 9:50,CX-81,pick-up
1918,10/9/2018 22:58,10/9/2018 23:03,CX-838,delivery 
1919,9/7/2018 5:20,9/7/2018 5:44,CX-792,pick-up
1920,11/29/2018 7:44,11/29/2018 7:57,CX-456,delivery 
1921,11/13/2018 17:36,11/13/2018 17:50,CX-111,pick-up
1922,9/21/2018 19:16,9/21/2018 19:42,CX-78,delivery 
1923,10/8/2018 10:20,10/8/2018 10:28,CX-779,pick-up
1924,10/24/2018 9:06,10/24/2018 9:34,CX-122,delivery 
1925,10/24/2018 6:17,10/24/2018 6:23,CX-878,pick-up
1926,10/27/2018 20:30,10/27/2018 20:58,CX-379,delivery 
1927,10/13/2018 3:40,10/13/2018 3:57,CX-92,pick-up
1928,11/13/2018 2:42,11/13/2018 2:58,CX-840,delivery 
1929,11/17/2018 17:11,11/17/2018 17:16,CX-922,pick-up
1930,10/10/2018 8:07,10/10/2018 8:32,CX-827,delivery 
1931,9/8/2018 22:37,9/8/2018 22:45,CX-479,pick-up
1932,11/27/2018 1:24,11/27/2018 1:46,CX-781,delivery 
1933,9/8/2018 6:42,9/8/2018 6:45,CX-339,pick-up
1934,11/2/2018 15:07,11/2/2018 15:22,CX-239,delivery 
1935,11/22/2018 12:54,11/22/2018 13:17,CX-382,pick-up
1936,9/20/2018 1:02,9/20/2018 1:27,CX-825,delivery 
1937,9/19/2018 18:46,9/19/2018 19:06,CX-6,pick-up
1938,10/11/2018 22:39,10/11/2018 22:54,CX-334,delivery 
1939,11/13/2018 4:44,11/13/2018 4:55,CX-679,pick-up
1940,11/6/2018 14:18,11/6/2018 14:41,CX-811,delivery 
1941,11/12/2018 9:19,11/12/2018 9:44,CX-769,pick-up
1942,9/28/2018 3:06,9/28/2018 3:27,CX-207,delivery 
1943,9/3/2018 17:16,9/3/2018 17:38,CX-740,pick-up
1944,11/15/2018 1:20,11/15/2018 1:44,CX-658,delivery 
1945,10/29/2018 2:16,10/29/2018 2:21,CX-11,pick-up
1946,11/13/2018 22:46,11/13/2018 22:53,CX-645,delivery 
1947,11/3/2018 4:06,11/3/2018 4:30,CX-315,pick-up
1948,10/26/2018 23:39,10/26/2018 23:55,CX-708,delivery 
1949,11/2/2018 14:33,11/2/2018 14:44,CX-938,pick-up
1950,9/13/2018 1:04,9/13/2018 1:21,CX-765,delivery 
1951,10/27/2018 9:02,10/27/2018 9:13,CX-531,pick-up
1952,11/17/2018 18:56,11/17/2018 19:08,CX-749,delivery 
1953,11/22/2018 7:16,11/22/2018 7:34,CX-291,pick-up
1954,11/18/2018 18:45,11/18/2018 18:49,CX-652,delivery 
1955,11/21/2018 3:00,11/21/2018 3:08,CX-911,pick-up
1956,11/14/2018 17:49,11/14/2018 17:59,CX-467,delivery 
1957,11/23/2018 13:40,11/23/2018 13:50,CX-992,pick-up
1958,9/28/2018 23:32,9/28/2018 23:54,CX-128,delivery 
1959,11/23/2018 11:36,11/23/2018 11:44,CX-501,pick-up
1960,11/16/2018 19:26,11/16/2018 19:52,CX-493,delivery 
1961,9/20/2018 18:16,9/20/2018 18:44,CX-5,pick-up
1962,10/10/2018 8:40,10/10/2018 9:05,CX-950,delivery 
1963,11/7/2018 5:36,11/7/2018 5:56,CX-656,pick-up
1964,10/22/2018 19:29,10/22/2018 19:30,CX-9,delivery 
1965,11/18/2018 4:20,11/18/2018 4:43,CX-418,pick-up
1966,10/8/2018 7:30,10/8/2018 7:58,CX-746,delivery 
1967,11/12/2018 4:13,11/12/2018 4:24,CX-327,pick-up
1968,9/13/2018 20:24,9/13/2018 20:47,CX-626,delivery 
1969,10/31/2018 8:17,10/31/2018 8:25,CX-507,pick-up
1970,10/22/2018 17:06,10/22/2018 17:24,CX-781,delivery 
1971,11/15/2018 10:39,11/15/2018 11:07,CX-474,pick-up
1972,10/28/2018 16:54,10/28/2018 16:56,CX-32,delivery 
1973,11/11/2018 11:37,11/11/2018 11:42,CX-98,pick-up
1974,10/19/2018 3:25,10/19/2018 3:27,CX-289,delivery 
1975,10/10/2018 14:15,10/10/2018 14:39,CX-457,pick-up
1976,9/9/2018 10:41,9/9/2018 10:45,CX-839,delivery 
1977,9/28/2018 0:50,9/28/2018 1:15,CX-917,pick-up
1978,11/15/2018 13:07,11/15/2018 13:34,CX-9,delivery 
1979,10/24/2018 15:25,10/24/2018 15:50,CX-301,pick-up
1980,11/14/2018 14:10,11/14/2018 14:31,CX-77,delivery 
1981,11/6/2018 19:02,11/6/2018 19:27,CX-865,pick-up
1982,10/19/2018 9:47,10/19/2018 9:59,CX-454,delivery 
1983,11/3/2018 11:43,11/3/2018 11:45,CX-554,pick-up
1984,9/30/2018 13:00,9/30/2018 13:06,CX-734,delivery 
1985,11/11/2018 22:54,11/11/2018 22:58,CX-854,pick-up
1986,10/17/2018 17:58,10/17/2018 18:27,CX-949,delivery 
1987,10/6/2018 15:16,10/6/2018 15:29,CX-133,pick-up
1988,10/24/2018 3:16,10/24/2018 3:22,CX-612,delivery 
1989,11/15/2018 17:53,11/15/2018 18:11,CX-349,pick-up
1990,11/11/2018 8:29,11/11/2018 8:54,CX-509,delivery 
1991,9/12/2018 18:30,9/12/2018 18:55,CX-593,pick-up
1992,9/21/2018 16:42,9/21/2018 16:59,CX-89,delivery 
1993,10/3/2018 6:18,10/3/2018 6:40,CX-19,pick-up
1994,9/9/2018 20:19,9/9/2018 20:39,CX-279,delivery 
1995,10/18/2018 19:03,10/18/2018 19:31,CX-712,pick-up
1996,11/2/2018 0:39,11/2/2018 0:45,CX-286,delivery 
1997,11/6/2018 22:36,11/6/2018 22:54,CX-880,pick-up
1998,10/3/2018 19:08,10/3/2018 19:21,CX-352,delivery 
1999,9/11/2018 13:24,9/11/2018 13:45,CX-306,pick-up
2000,11/9/2018 23:39,11/9/2018 23:56,CX-822,delivery 
2001,10/28/2018 3:04,10/28/2018 3:12,CX-173,pick-up
2002,11/19/2018 0:28,11/19/2018 0:52,CX-948,delivery 
2003,10/29/2018 10:49,10/29/2018 10:53,CX-191,pick-up
2004,8/27/2018 22:07,8/27/2018 22:25,CX-6,delivery 
2005,11/14/2018 14:32,11/14/2018 15:00,CX-2,pick-up
2006,11/9/2018 7:39,11/9/2018 8:07,CX-481,delivery 
2007,11/20/2018 13:06,11/20/2018 13:29,CX-117,pick-up
2008,11/1/2018 5:04,11/1/2018 5:07,CX-682,delivery 
2009,11/30/2018 1:06,11/30/2018 1:07,CX-58,pick-up
2010,10/2/2018 23:11,10/2/2018 23:29,CX-621,delivery 
2011,10/21/2018 15:10,10/21/2018 15:21,CX-306,pick-up
2012,10/1/2018 5:20,10/1/2018 5:31,CX-579,delivery 
2013,11/20/2018 11:06,11/20/2018 11:20,CX-346,pick-up
2014,11/8/2018 6:35,11/8/2018 6:52,CX-159,delivery 
2015,11/8/2018 2:15,11/8/2018 2:27,CX-3,pick-up
2016,9/10/2018 15:57,9/10/2018 15:59,CX-940,delivery 
2017,11/8/2018 4:20,11/8/2018 4:42,CX-983,pick-up
2018,9/11/2018 18:26,9/11/2018 18:28,CX-293,delivery 
2019,10/27/2018 2:45,10/27/2018 2:51,CX-457,pick-up
2020,10/30/2018 14:04,10/30/2018 14:18,CX-364,delivery 
2021,10/30/2018 19:30,10/30/2018 19:58,CX-649,pick-up
2022,11/24/2018 13:40,11/24/2018 14:01,CX-4,delivery 
2023,11/25/2018 11:17,11/25/2018 11:38,CX-114,pick-up
2024,8/14/2018 9:08,8/14/2018 9:10,CX-24,delivery 
2025,9/9/2018 7:33,9/9/2018 7:41,CX-919,pick-up
2026,10/20/2018 20:59,10/20/2018 21:10,CX-221,delivery 
2027,11/17/2018 6:09,11/17/2018 6:36,CX-5,pick-up
2028,10/2/2018 18:23,10/2/2018 18:44,CX-654,delivery 
2029,11/1/2018 3:54,11/1/2018 3:55,CX-118,pick-up
2030,11/11/2018 3:21,11/11/2018 3:35,CX-719,delivery 
2031,11/20/2018 11:37,11/20/2018 12:04,CX-720,pick-up
2032,11/12/2018 6:59,11/12/2018 7:08,CX-700,delivery 
2033,9/6/2018 16:28,9/6/2018 16:33,CX-276,pick-up
2034,11/20/2018 14:42,11/20/2018 14:55,CX-217,delivery 
2035,11/12/2018 6:33,11/12/2018 6:41,CX-804,pick-up
2036,11/12/2018 18:55,11/12/2018 19:16,CX-414,delivery 
2037,10/29/2018 23:16,10/29/2018 23:35,CX-390,pick-up
2038,9/29/2018 10:43,9/29/2018 11:01,CX-76,delivery 
2039,9/1/2018 12:11,9/1/2018 12:35,CX-419,pick-up
2040,9/25/2018 10:53,9/25/2018 11:16,CX-883,delivery 
2041,11/17/2018 12:55,11/17/2018 13:20,CX-124,pick-up
2042,11/19/2018 7:22,11/19/2018 7:44,CX-300,delivery 
2043,11/1/2018 21:10,11/1/2018 21:32,CX-213,pick-up
2044,11/25/2018 23:46,11/25/2018 23:52,CX-702,delivery 
2045,8/28/2018 13:48,8/28/2018 13:58,CX-524,pick-up
2046,11/11/2018 9:39,11/11/2018 9:43,CX-776,delivery 
2047,11/4/2018 14:08,11/4/2018 14:15,CX-4,pick-up
2048,9/20/2018 19:55,9/20/2018 20:18,CX-586,delivery 
2049,11/17/2018 6:26,11/17/2018 6:47,CX-846,pick-up
2050,10/3/2018 3:06,10/3/2018 3:11,CX-7,delivery 
2051,11/16/2018 14:05,11/16/2018 14:27,CX-816,pick-up
2052,11/20/2018 7:11,11/20/2018 7:36,CX-849,delivery 
2053,11/3/2018 23:31,11/3/2018 23:54,CX-867,pick-up
2054,10/11/2018 14:46,10/11/2018 15:06,CX-657,delivery 
2055,11/24/2018 23:26,11/24/2018 23:38,CX-302,pick-up
2056,9/16/2018 20:38,9/16/2018 20:51,CX-889,delivery 
2057,10/5/2018 16:38,10/5/2018 16:54,CX-431,pick-up
2058,11/15/2018 8:33,11/15/2018 8:50,CX-697,delivery 
2059,9/21/2018 0:42,9/21/2018 1:06,CX-285,pick-up
2060,11/6/2018 15:38,11/6/2018 15:54,CX-153,delivery 
2061,10/31/2018 2:59,10/31/2018 3:15,CX-281,pick-up
2062,10/16/2018 13:51,10/16/2018 14:18,CX-53,delivery 
2063,10/2/2018 8:15,10/2/2018 8:31,CX-208,pick-up
2064,8/16/2018 19:08,8/16/2018 19:26,CX-118,delivery 
2065,10/24/2018 20:36,10/24/2018 20:53,CX-804,pick-up
2066,10/28/2018 6:52,10/28/2018 7:13,CX-752,delivery 
2067,10/15/2018 10:47,10/15/2018 11:13,CX-693,pick-up
2068,11/15/2018 10:28,11/15/2018 10:48,CX-852,delivery 
2069,11/22/2018 15:39,11/22/2018 16:02,CX-68,pick-up
2070,9/1/2018 10:59,9/1/2018 11:08,CX-555,delivery 
2071,11/27/2018 3:04,11/27/2018 3:07,CX-627,pick-up
2072,10/26/2018 1:07,10/26/2018 1:25,CX-478,delivery 
2073,11/30/2018 20:14,11/30/2018 20:34,CX-8,pick-up
2074,11/21/2018 0:24,11/21/2018 0:35,CX-27,delivery 
2075,11/25/2018 21:12,11/25/2018 21:27,CX-438,pick-up
2076,11/24/2018 6:25,11/24/2018 6:33,CX-611,delivery 
2077,10/12/2018 1:20,10/12/2018 1:31,CX-403,pick-up
2078,9/27/2018 0:48,9/27/2018 1:13,CX-188,delivery 
2079,10/21/2018 13:22,10/21/2018 13:43,CX-309,pick-up
2080,10/3/2018 14:42,10/3/2018 14:59,CX-386,delivery 
2081,9/23/2018 3:43,9/23/2018 3:44,CX-541,pick-up
2082,11/30/2018 0:36,11/30/2018 0:58,CX-290,delivery 
2083,11/18/2018 6:05,11/18/2018 6:26,CX-820,pick-up
2084,11/25/2018 0:21,11/25/2018 0:42,CX-878,delivery 
2085,9/2/2018 13:22,9/2/2018 13:39,CX-1,pick-up
2086,11/27/2018 5:02,11/27/2018 5:26,CX-134,delivery 
2087,11/26/2018 3:59,11/26/2018 4:27,CX-41,pick-up
2088,10/12/2018 3:49,10/12/2018 3:52,CX-616,delivery 
2089,11/14/2018 23:14,11/14/2018 23:33,CX-199,pick-up
2090,11/16/2018 0:35,11/16/2018 0:38,CX-616,delivery 
2091,10/14/2018 21:15,10/14/2018 21:41,CX-376,pick-up
2092,11/17/2018 10:21,11/17/2018 10:33,CX-453,delivery 
2093,10/31/2018 17:30,10/31/2018 17:55,CX-845,pick-up
2094,11/17/2018 9:51,11/17/2018 10:13,CX-679,delivery 
2095,9/7/2018 6:23,9/7/2018 6:33,CX-685,pick-up
2096,9/18/2018 3:48,9/18/2018 4:07,CX-165,delivery 
2097,11/12/2018 0:54,11/12/2018 0:58,CX-753,pick-up
2098,11/18/2018 6:13,11/18/2018 6:40,CX-370,delivery 
2099,9/4/2018 1:45,9/4/2018 1:58,CX-553,pick-up
2100,9/14/2018 6:36,9/14/2018 6:51,CX-470,delivery 
2101,11/20/2018 10:34,11/20/2018 10:46,CX-331,pick-up
2102,10/10/2018 6:56,10/10/2018 7:09,CX-33,delivery 
2103,11/21/2018 9:58,11/21/2018 10:00,CX-529,pick-up
2104,11/29/2018 23:29,11/29/2018 23:35,CX-357,delivery 
2105,11/12/2018 18:55,11/12/2018 18:59,CX-975,pick-up
2106,10/7/2018 14:50,10/7/2018 15:03,CX-597,delivery 
2107,10/10/2018 11:27,10/10/2018 11:46,CX-819,pick-up
2108,10/9/2018 11:22,10/9/2018 11:42,CX-438,delivery 
2109,9/19/2018 14:35,9/19/2018 14:41,CX-840,pick-up
2110,9/17/2018 18:14,9/17/2018 18:36,CX-396,delivery 
2111,10/24/2018 23:01,10/24/2018 23:11,CX-364,pick-up
2112,10/31/2018 5:31,10/31/2018 5:33,CX-10,delivery 
2113,9/27/2018 21:32,9/27/2018 22:02,CX-323,pick-up
2114,11/26/2018 6:02,11/26/2018 6:13,CX-286,delivery 
2115,11/24/2018 14:26,11/24/2018 14:29,CX-400,pick-up
2116,9/12/2018 9:54,9/12/2018 10:13,CX-195,delivery 
2117,8/31/2018 9:02,8/31/2018 9:16,CX-372,pick-up
2118,10/28/2018 3:55,10/28/2018 4:11,CX-589,delivery 
2119,10/25/2018 7:28,10/25/2018 7:30,CX-27,pick-up
2120,11/14/2018 9:13,11/14/2018 9:16,CX-702,delivery 
2121,11/20/2018 1:37,11/20/2018 1:40,CX-246,pick-up
2122,10/5/2018 16:22,10/5/2018 16:37,CX-723,delivery 
2123,10/17/2018 10:39,10/17/2018 10:44,CX-18,pick-up
2124,11/12/2018 19:05,11/12/2018 19:28,CX-357,delivery 
2125,10/27/2018 21:14,10/27/2018 21:25,CX-880,pick-up
2126,11/15/2018 20:25,11/15/2018 20:32,CX-117,delivery 
2127,10/5/2018 11:07,10/5/2018 11:35,CX-873,pick-up
2128,11/7/2018 13:36,11/7/2018 14:06,CX-143,delivery 
2129,11/10/2018 22:41,11/10/2018 23:03,CX-548,pick-up
2130,11/16/2018 10:25,11/16/2018 10:50,CX-425,delivery 
2131,10/9/2018 8:14,10/9/2018 8:43,CX-315,pick-up
2132,10/12/2018 21:05,10/12/2018 21:19,CX-7,delivery 
2133,10/23/2018 23:20,10/23/2018 23:24,CX-385,pick-up
2134,9/30/2018 14:44,9/30/2018 15:04,CX-552,delivery 
2135,9/22/2018 19:33,9/22/2018 19:35,CX-871,pick-up
2136,9/18/2018 13:11,9/18/2018 13:22,CX-543,delivery 
2137,10/27/2018 6:12,10/27/2018 6:18,CX-975,pick-up
2138,10/7/2018 19:11,10/7/2018 19:26,CX-309,delivery 
2139,11/28/2018 10:12,11/28/2018 10:32,CX-980,pick-up
2140,9/28/2018 0:51,9/28/2018 1:02,CX-73,delivery 
2141,10/5/2018 16:22,10/5/2018 16:42,CX-555,pick-up
2142,11/13/2018 13:15,11/13/2018 13:44,CX-541,delivery 
2143,10/24/2018 18:57,10/24/2018 19:13,CX-454,pick-up
2144,10/5/2018 15:36,10/5/2018 15:53,CX-643,delivery 
2145,10/22/2018 1:20,10/22/2018 1:38,CX-889,pick-up
2146,9/19/2018 4:17,9/19/2018 4:27,CX-751,delivery 
2147,10/29/2018 23:39,10/30/2018 0:06,CX-203,pick-up
2148,10/23/2018 5:16,10/23/2018 5:45,CX-101,delivery 
2149,10/8/2018 17:08,10/8/2018 17:24,CX-755,pick-up
2150,10/21/2018 23:34,10/21/2018 23:45,CX-650,delivery 
2151,11/27/2018 11:01,11/27/2018 11:25,CX-915,pick-up
2152,11/14/2018 2:34,11/14/2018 3:01,CX-585,delivery 
2153,10/2/2018 14:05,10/2/2018 14:32,CX-690,pick-up
2154,11/6/2018 20:28,11/6/2018 20:31,CX-524,delivery 
2155,11/11/2018 19:49,11/11/2018 19:54,CX-42,pick-up
2156,11/7/2018 4:03,11/7/2018 4:33,CX-152,delivery 
2157,9/27/2018 1:34,9/27/2018 1:41,CX-767,pick-up
2158,11/5/2018 23:00,11/5/2018 23:18,CX-727,delivery 
2159,11/20/2018 14:05,11/20/2018 14:20,CX-3,pick-up
2160,10/24/2018 2:27,10/24/2018 2:45,CX-239,delivery 
2161,11/13/2018 6:38,11/13/2018 6:44,CX-677,pick-up
2162,10/26/2018 13:01,10/26/2018 13:22,CX-823,delivery 
2163,10/27/2018 19:55,10/27/2018 19:56,CX-216,pick-up
2164,9/12/2018 15:29,9/12/2018 15:35,CX-494,delivery 
2165,9/15/2018 8:32,9/15/2018 8:35,CX-722,pick-up
2166,9/25/2018 5:58,9/25/2018 6:06,CX-484,delivery 
2167,10/10/2018 20:05,10/10/2018 20:11,CX-82,pick-up
2168,11/12/2018 3:38,11/12/2018 4:04,CX-175,delivery 
2169,11/2/2018 9:07,11/2/2018 9:20,CX-841,pick-up
2170,11/7/2018 2:22,11/7/2018 2:22,CX-389,delivery 
